S_sample,S,Phylum,sample,sample_1,sample_folder,MGX_cpn_RA,MTX_cpn_RA,MA_value,ratio,sum,MGX_humann_RA,MTX_humann_RA,humann_MTX_MGX_ratio,MGX_humann_RKPs,mtx_humann_RKPs,MGX_metaphlan_RA,"MGX_,metaphlan_RPKs",Reference_genome,num_uniref90s_ref,bPTR_coverage,bPTR_GC,overall_depth,iRep,raw_iRep,unfiltered_iRep,r2,status
s__Bacteroides_salyersiae-CSM5FZ4M,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5FZ4M"",", CSM5FZ4M,non-pilot,0.006051168,0.024044622,-0.270124119,3.973550408,0.012102336,0.018642308,0.002576354,0.138199315,253221.2323,22468.73119,0.5097488,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCTZ_P,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.004246735,0.004515355,-0.011229915,1.0632533,0.008493471,0.013386375,0.011647658,0.870112935,280429.6901,223992.0193,0.5533162,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCUG_P,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.015909186,0.011573086,0.076847458,0.727446766,0.031818372,0.032080709,0.016169617,0.504029283,715814.7065,252533.0089,1.775447,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCUK_P,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.008943156,0,Inf,0,0.017886312,0.018696314,0.001512526,0.080899709,665306.0627,898.0626115,1.106778,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCUO,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCUO"",", CSM5MCUO,non-pilot,0.003863671,0.001153351,0.217587592,0.298511578,0.007727343,0.012636483,0.004927899,0.389973971,258606.6393,38229.55779,0.5910788,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCWM_P,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCWM_P"",", CSM5MCWM_P,pilot,0.005274696,0.016481124,-0.217222258,3.124563985,0.010549391,0.017510739,0.00265838,0.151814294,352361.8352,9528.378366,0.5357564,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCWQ,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCWQ"",", CSM5MCWQ,non-pilot,0.013885767,0.006564308,0.175178008,0.47273645,0.027771534,0.021353779,0.002687881,0.125873778,224716.7376,31413.48049,1.216032,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM5MCX3,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.005738137,0.008196803,-0.069102098,1.428478261,0.011476273,0.022268788,0.00941993,0.423010464,304450.5258,50691.43805,1.040235,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM67UBZ,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM67UBZ"",", CSM67UBZ,non-pilot,0.013360815,0.025949691,-0.153827939,1.942223734,0.026721629,0.031970123,0.008005156,0.250394905,472514.844,73068.18923,1.787205,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM67UC6,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM67UC6"",", CSM67UC6,non-pilot,0.010523238,0.01248129,-0.037470019,1.186069393,0.021046476,0.022131882,0.004265492,0.192730634,431163.1536,58158.11949,1.328673,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM67UFZ,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.017941752,0.020707036,-0.035651931,1.154125639,0.035883504,0.046944923,0.010987165,0.234043732,576863.5105,90894.11814,2.760325,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_salyersiae-CSM79HMT,s__Bacteroides_salyersiae,Bacteroidetes,"""CSM79HMT"",", CSM79HMT,non-pilot,0.022914581,0,Inf,0,0.045829161,0.051318946,NA,NA,600027.113,NA,3.068033977,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM5MCTZ_P,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.048016789,0.074197579,-0.14333053,1.545242429,0.096033578,0.108122944,0.104160859,0.963355742,1349710.038,1210506.94,4.946176,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM5MCUG_P,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.089073494,0.039749442,0.333650983,0.44625444,0.178146988,0.175831462,0.139790957,0.795028118,2337840.286,1319369.02,9.135113,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM5MCUK_P,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.05538824,0,Inf,0,0.11077648,0.085940568,0.002510307,0.029209802,1822322.762,900.7396575,5.079928,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM5MCUO,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM5MCUO"",", CSM5MCUO,non-pilot,0.043492368,0.065672507,-0.131442613,1.509977742,0.086984736,0.081537102,0.022332762,0.273896934,994329.4943,104700.4778,4.981016,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM5MCX3,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.022589311,0.061303286,-0.263399284,2.713818374,0.045178621,0.057995228,0.052886784,0.911916139,472469.7477,171989.8699,2.162129,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM67UFZ,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.054424489,0.022741408,0.299774807,0.417852494,0.108848978,0.100919175,0.003844688,0.038096705,738957.9504,19221.17906,5.058102,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_sp_43_108-CSM79HMT,s__Bacteroides_sp_43_108,Bacteroidetes,"""CSM79HMT"",", CSM79HMT,non-pilot,0.052694714,0,Inf,0,0.105389427,0.08687787,NA,NA,605290.5751,NA,4.399370517,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_stercorirosoris-CSM67UEI,s__Bacteroides_stercorirosoris,Bacteroidetes,"""CSM67UEI"",", CSM67UEI,non-pilot,0.001308208,0.00617871,-0.233834742,4.723035112,0.002616415,0.035577415,0.010940803,0.30752101,349481.9327,48189.45445,0.040471378,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_stercorirosoris-CSM79HO1,s__Bacteroides_stercorirosoris,Bacteroidetes,"""CSM79HO1"",", CSM79HO1,non-pilot,0.00588747,0.002929737,0.135914974,0.497622392,0.01177494,0.039472501,0.00884233,0.224012404,347260.4462,19804.96616,0.02571461,NA,,NA,NA,NA,NA,,,,,
s__Bacteroides_stercoris-CSM5MCTZ_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCTZ_P"",", CSM5MCTZ_P,pilot,0.089044778,0.171059845,-0.269937071,1.921054196,0.178089556,0.068044773,0.051881455,0.762460552,1949420.691,1744133.566,5.277042,NA,GCA_000154525,3085,NA,1.05609079,43.25,,,,,
s__Bacteroides_stercoris-CSM5MCU8_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCU8_P"",", CSM5MCU8_P,pilot,0.131388889,0.05603169,0.419908723,0.426456839,0.262777777,0.091065581,0.021695233,0.238237463,2780172.318,725678.7852,7.069761,NA,GCA_000154525,3208,NA,0.889741715,49.28,,,,,
s__Bacteroides_stercoris-CSM5MCUC_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUC_P"",", CSM5MCUC_P,pilot,0.361305388,0.000201042,7.361227964,0.000556433,0.722610777,0.258072654,0.01442002,0.055875816,9565634.725,77051.39251,21.3069,NA,GCA_000154525,3203,NA,0.947489641,175.15,,,,,
s__Bacteroides_stercoris-CSM5MCUE_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUE_P"",", CSM5MCUE_P,pilot,0.16621454,0.000336123,3.457029976,0.002022225,0.332429079,0.101571986,0.006302943,0.062053947,2826023.444,17667.87527,7.985617,NA,GCA_000154525,3171,NA,0.935504519,55.91,,,,,
s__Bacteroides_stercoris-CSM5MCUG_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUG_P"",", CSM5MCUG_P,pilot,0.097237013,0.193905984,-0.29615586,1.994158158,0.194474027,0.077067608,0.080937634,1.050215978,2351680.504,2209747.084,6.559976,NA,GCA_000154525,3067,NA,1.068109495,53.59,,,,,
s__Bacteroides_stercoris-CSM5MCUK_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUK_P"",", CSM5MCUK_P,pilot,0.032527707,0,Inf,0,0.065055415,0.023839657,0.002524497,0.105894864,1160152.997,2620.307136,1.972165,NA,GCA_000154525,3059,NA,1.059795234,32.03,,,,,
s__Bacteroides_stercoris-CSM5MCUO,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUO"",", CSM5MCUO,non-pilot,0.064584479,0.06167934,0.016798817,0.955018009,0.129168958,0.04543043,0.040104904,0.882776245,1271481.611,543886.8604,4.363407,NA,GCA_000154525,3057,NA,0.915409097,31.95,,,,,
s__Bacteroides_stercoris-CSM5MCUQ_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUQ_P"",", CSM5MCUQ_P,pilot,0.099076228,0.028997229,0.531470858,0.292675945,0.198152456,0.057007234,0.026574419,0.466158711,2252987.306,254017.2267,5.711875,NA,GCA_000154525,3195,NA,0.99663982,45.72,,,,,
s__Bacteroides_stercoris-CSM5MCUW_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUW_P"",", CSM5MCUW_P,pilot,0.087972407,0.166451104,-0.262340057,1.892083097,0.175944814,0.068612042,0.05508243,0.802809962,2127393.155,564011.1335,6.78078,NA,GCA_000154525,3200,NA,1.030482834,45.77,,,,,
s__Bacteroides_stercoris-CSM5MCUY_P,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCUY_P"",", CSM5MCUY_P,pilot,0.09663161,0.01318069,0.852495282,0.136401429,0.19326322,0.064535932,0.014435786,0.223686025,2827206.912,114687.7646,6.606227,NA,GCA_000154525,3208,NA,1.080910996,64.03,,,,,
s__Bacteroides_stercoris-CSM5MCX3,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCX3"",", CSM5MCX3,non-pilot,0.052504632,0.198414052,-0.451143722,3.778981892,0.105009263,0.056755069,0.044458828,0.783345495,1061144.66,418233.2706,4.313542,NA,GCA_000154525,3056,NA,1.098324568,27.05,,,,,
s__Bacteroides_stercoris-CSM5MCXH,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXH"",", CSM5MCXH,non-pilot,0.176187817,0.278082485,-0.262853343,1.578329821,0.352375633,0.126831475,0.042867124,0.337984901,2046668.307,1960660.352,8.862184123,NA,GCA_000154525,2987,NA,0.909997447,49.96,,,,,
s__Bacteroides_stercoris-CSM5MCXJ,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXJ"",", CSM5MCXJ,non-pilot,0.22898923,0.274393631,-0.122712931,1.198281821,0.457978459,0.140345932,0.057815284,0.41194841,2195847.373,2710875.818,10.81845,NA,GCA_000154525,3001,NA,0.877524532,50.14,,,,,
s__Bacteroides_stercoris-CSM5MCXL,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXL"",", CSM5MCXL,non-pilot,0.292513701,0.295269381,-0.007627933,1.009420687,0.585027403,0.191472614,0.057955919,0.30268516,3977224.757,1227696.303,15.00311936,NA,GCA_000154525,3024,NA,0.912015066,85.55,,,,,
s__Bacteroides_stercoris-CSM5MCXN,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXN"",", CSM5MCXN,non-pilot,0.052738789,0.074626922,-0.117981795,1.415029122,0.105477578,0.060695435,0.046516155,0.76638639,1030736.817,956693.4791,4.363924,NA,GCA_000154525,3082,NA,0.934513449,24.98,,,,,
s__Bacteroides_stercoris-CSM5MCXP,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXP"",", CSM5MCXP,non-pilot,0.15311088,0.356098232,-0.449774831,2.325753943,0.306221759,0.113303902,0.061846236,0.545843835,2183448.171,1938717.98,8.395875,NA,GCA_000154525,3039,NA,0.865564022,49.95,,,,,
s__Bacteroides_stercoris-CSM5MCXR,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXR"",", CSM5MCXR,non-pilot,0.213893477,0.052168715,0.914877806,0.243900447,0.427786955,0.128656551,0.071301662,0.554201565,1875723.574,1087085.947,10.40862768,NA,GCA_000154525,2983,NA,1.040500927,41.71,,,,,
s__Bacteroides_stercoris-CSM5MCXT,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCXT"",", CSM5MCXT,non-pilot,0.033879966,0.044102309,-0.077900628,1.301722363,0.067759932,0.038567906,0.029226286,0.757787712,210781.7708,929901.4207,1.84177906,NA,GCA_000154525,2878,NA,n/a,6.31,,,,,
s__Bacteroides_stercoris-CSM5MCY2,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCY2"",", CSM5MCY2,non-pilot,0.023340742,0.026676412,-0.035549535,1.142911929,0.046681484,0.028193291,0.026483466,0.939353499,337500.8116,595633.4726,0.9845384,NA,GCA_000154525,2937,NA,n/a,10.85,,,,,
s__Bacteroides_stercoris-CSM5MCY4,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCY4"",", CSM5MCY4,non-pilot,0.071271912,0.075511727,-0.021878126,1.059487886,0.142543824,0.046618213,0.131803373,2.82729354,790863.4878,793397.6936,4.257402,NA,GCA_000154525,3148,NA,0.954385401,20.67,,,,,
s__Bacteroides_stercoris-CSM5MCY8,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCY8"",", CSM5MCY8,non-pilot,0.089506877,0.136500161,-0.174858446,1.52502429,0.179013753,0.060492837,0.054252325,0.896838837,1676979.603,338052.6499,5.832465,NA,GCA_000154525,3197,NA,0.924113405,41.21,,,,,
s__Bacteroides_stercoris-CSM5MCZB,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCZB"",", CSM5MCZB,non-pilot,0.410628875,0.179848579,0.927543649,0.437983274,0.821257751,0.265615634,0.105300624,0.396439856,5037484.112,2419599.16,22.15627,NA,GCA_000154525,3052,NA,1.087163495,107.42,,,,,
s__Bacteroides_stercoris-CSM5MCZD,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCZD"",", CSM5MCZD,non-pilot,0.033483071,0.057703886,-0.1602385,1.723374982,0.066966141,0.03504421,0.025193262,0.718899403,715438.8773,174725.1383,2.222631688,NA,GCA_000154525,3084,NA,n/a,20.55,,,,,
s__Bacteroides_stercoris-CSM5MCZF,s__Bacteroides_stercoris,Bacteroidetes,"""CSM5MCZF"",", CSM5MCZF,non-pilot,0.03132062,0.015378649,0.205370557,0.491007179,0.062641241,0.041628026,0.016166324,0.388351911,538846.2631,79354.88233,2.258552472,NA,GCA_000154525,3053,NA,n/a,16.35,,,,,
s__Bacteroides_stercoris-CSM67U9D,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67U9D"",", CSM67U9D,non-pilot,0.064988589,0.07055928,-0.030086042,1.085717986,0.129977178,0.064106632,0.034074338,0.531525937,1088291.289,508526.0607,5.061388,NA,GCA_000154525,3082,NA,0.895043914,26.96,,,,,
s__Bacteroides_stercoris-CSM67U9H,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67U9H"",", CSM67U9H,non-pilot,0.003849787,0.003649882,0.009590895,0.948073868,0.007699574,0.003529751,0.008409959,2.38259283,32595.26451,125335.0882,0.1649043,NA,GCA_000154525,1118,NA,n/a,1.73,,,,,
s__Bacteroides_stercoris-CSM67UCK,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UCK"",", CSM67UCK,non-pilot,0.027484751,0.024970475,0.026692796,0.908521054,0.054969502,0.02987701,0.018912674,0.633017633,358838.4446,170542.3534,1.847670886,NA,GCA_000154525,3041,NA,n/a,11.86,,,,,
s__Bacteroides_stercoris-CSM67UDF,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UDF"",", CSM67UDF,non-pilot,0.176163198,0.047777598,0.751494878,0.271212139,0.352326396,0.126564816,0.034547427,0.27296233,1657976.836,463574.1114,9.588699,NA,GCA_000154525,2989,NA,0.960009494,39.52,,,,,
s__Bacteroides_stercoris-CSM67UDJ,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UDJ"",", CSM67UDJ,non-pilot,0.22701489,0.236204357,-0.026762447,1.040479581,0.454029779,0.155641648,0.060869638,0.391088366,2674090.576,1204375.327,12.31964,NA,GCA_000154525,3013,NA,0.922428514,60.36,,,,,
s__Bacteroides_stercoris-CSM67UDN,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UDN"",", CSM67UDN,non-pilot,0.30747906,0.354032924,-0.119543081,1.151404991,0.61495812,0.21225522,0.090054725,0.424275668,3260062.616,1833568.982,18.43096,NA,GCA_000154525,3003,NA,0.95562118,70.81,,,,,
s__Bacteroides_stercoris-CSM67UDR,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UDR"",", CSM67UDR,non-pilot,0.177373684,0.2145134,-0.109924179,1.209386843,0.354747369,0.147168571,0.123388399,0.838415419,1028970.439,3236335.985,11.2392806,NA,GCA_000154525,2969,NA,1.119570142,23.1,,,,,
s__Bacteroides_stercoris-CSM67UDR_TR,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UDR_TR"",", CSM67UDR_TR,non-pilot,0.115513208,0.185432398,-0.21928836,1.60529173,0.231026417,0.103695049,0.06315427,0.609038429,1295354.747,1853448.966,7.463531145,NA,GCA_000154525,2965,NA,1.118632643,29.78,,,,,
s__Bacteroides_stercoris-CSM67UDY,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UDY"",", CSM67UDY,non-pilot,0.282188192,0.309819152,-0.073834926,1.097916784,0.564376384,0.191630486,0.065504439,0.341826816,1908302.564,1037647.851,14.51530905,NA,GCA_000154525,2986,NA,0.875943418,42.02,,,,,
s__Bacteroides_stercoris-CSM67UE7,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UE7"",", CSM67UE7,non-pilot,0.024554841,0.021070459,0.041284971,0.858097937,0.049109683,0.032572973,0.018310686,0.562143529,467095.7454,123675.3317,1.321137,NA,GCA_000154525,3034,NA,n/a,16.09,,,,,
s__Bacteroides_stercoris-CSM67UEA,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UEA"",", CSM67UEA,non-pilot,0.028487015,0.021606044,0.077698544,0.758452377,0.05697403,0.031124336,0.031606464,1.015490384,476334.0955,382072.2974,1.500215,NA,GCA_000154525,3087,NA,n/a,14.34,,,,,
s__Bacteroides_stercoris-CSM67UEI,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UEI"",", CSM67UEI,non-pilot,0.061764351,0.119290334,-0.236398187,1.931378406,0.123528702,0.049398415,0.117048672,2.369482318,841490.2679,3080107.849,4.695819174,NA,GCA_000154525,3175,NA,0.970998375,21.05,,,,,
s__Bacteroides_stercoris-CSM67UEW,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UEW"",", CSM67UEW,non-pilot,0.097341356,0,Inf,0,0.194682713,0.085784586,0.008320602,0.096994135,509800.0491,211.7464879,6.081059399,NA,GCA_000154525,2962,NA,1.241535456,10.46,,,,,
s__Bacteroides_stercoris-CSM67UEW_TR,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UEW_TR"",", CSM67UEW_TR,non-pilot,0.069334291,0.24871163,-0.47862223,3.587137427,0.138668582,0.071718687,0.024466736,0.341148695,399668.669,579383.8248,4.455746,NA,GCA_000154525,2959,NA,1.13711278,8.65,,,,,
s__Bacteroides_stercoris-CSM67UF5,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UF5"",", CSM67UF5,non-pilot,0.05612852,0.147244705,-0.334866163,2.623349115,0.112257041,0.031543584,0.018211018,0.577328742,341555.9375,17281.33146,3.102350024,NA,GCA_000154525,2991,NA,1.434653621,6.9,,,,,
s__Bacteroides_stercoris-CSM67UFZ,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UFZ"",", CSM67UFZ,non-pilot,0.253781146,0.227765407,0.078872182,0.897487502,0.507562292,0.190418935,0.081857198,0.429879509,3199958.573,1183806.335,16.08519,NA,GCA_000154525,3065,NA,0.921078397,69.36,,,,,
s__Bacteroides_stercoris-CSM67UGO,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UGO"",", CSM67UGO,non-pilot,0.049080981,0.034744568,0.114603796,0.707902894,0.098161962,0.042297746,0.029152317,0.6892168,308629.6833,290327.9133,2.830732014,NA,GCA_000154525,2997,NA,0.916718905,8.13,,,,,
s__Bacteroides_stercoris-CSM79HGF,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HGF"",", CSM79HGF,non-pilot,0.041669512,0.023914342,0.174730622,0.573905008,0.083339025,0.039757811,0.021333577,0.536588331,171614.4902,138667.315,2.109559856,NA,GCA_000154525,2719,NA,n/a,4.64,,,,,
s__Bacteroides_stercoris-CSM79HKB,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HKB"",", CSM79HKB,non-pilot,0.019205432,0.025391819,-0.070646299,1.322116532,0.038410864,0.024696973,0.021709791,0.879046645,320783.7432,209165.8071,0.5251834,NA,GCA_000154525,2624,NA,n/a,11.15,,,,,
s__Bacteroides_stercoris-CSM79HLA,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HLA"",", CSM79HLA,non-pilot,0.08872203,0.145592191,-0.204480084,1.640992567,0.177444059,0.063715201,0.047859147,0.75114174,1402775.872,698165.207,5.811093873,NA,GCA_000154525,2980,NA,0.818933467,30.56,,,,,
s__Bacteroides_stercoris-CSM79HLA_TR,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HLA_TR"",", CSM79HLA_TR,non-pilot,0.149828338,0.205081123,-0.165369634,1.368773929,0.299656676,0.104249891,0.044078577,0.422816529,1382383.293,917866.9486,8.996462242,NA,GCA_000154525,2977,NA,0.9304012,31.87,,,,,
s__Bacteroides_stercoris-CSM79HLC,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HLC"",", CSM79HLC,non-pilot,0.417065336,0.492964612,-0.191185971,1.181984139,0.834130673,0.293349799,0.111421227,0.379823769,5890160.465,2594289.483,25.55631,NA,GCA_000154525,3041,NA,0.917201493,122.29,,,,,
s__Bacteroides_stercoris-CSM79HLE,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HLE"",", CSM79HLE,non-pilot,0.165235494,0.074716992,0.440830589,0.45218488,0.330470988,0.13265664,0.048948105,0.368983453,1582852.573,2136128.63,9.495665,NA,GCA_000154525,3007,NA,0.954234577,38.03,,,,,
s__Bacteroides_stercoris-CSM79HLG,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HLG"",", CSM79HLG,non-pilot,0.064651424,0.116012251,-0.213486702,1.794426853,0.129302848,0.055393397,0.043017344,0.776578906,933474.276,681684.1828,3.413686,NA,GCA_000154525,3003,NA,0.937501779,22.82,,,,,
s__Bacteroides_stercoris-CSM79HMT,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HMT"",", CSM79HMT,non-pilot,0.176298395,0,Inf,0,0.352596791,0.139353918,NA,NA,2228240.77,NA,12.01738874,NA,GCA_000154525,3054,NA,0.990422495,49.95,,,,,
s__Bacteroides_stercoris-CSM79HO1,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HO1"",", CSM79HO1,non-pilot,0.190103199,0.324257925,-0.321633527,1.705694205,0.380206398,0.144615365,0.141227879,0.976575889,2206281.135,1889837.376,15.68873,NA,GCA_000154525,3176,NA,0.998070256,50.53,,,,,
s__Bacteroides_stercoris-CSM79HOL,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HOL"",", CSM79HOL,non-pilot,0.063332062,0.022390487,0.376809908,0.3535411,0.126664123,0.054393211,0.023384109,0.429908594,1266523.191,199486.5126,3.679571,NA,GCA_000154525,3109,NA,n/a,34.72,,,,,
s__Bacteroides_stercoris-CSM79HPS,s__Bacteroides_stercoris,Bacteroidetes,"""CSM79HPS"",", CSM79HPS,non-pilot,0.021906755,0.005733654,0.350812853,0.26172997,0.043813511,0.014895853,0.027177219,1.824482201,209034.1439,131445.3767,0.8718131,NA,GCA_000154525,2798,NA,n/a,6.61,,,,,
s__Bacteroides_stercoris-CSM7KOL4,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KOL4"",", CSM7KOL4,non-pilot,0.013799418,0.014830884,-0.01683008,1.074747124,0.027598835,0.020342297,0.021804084,1.07185948,457043.0099,107072.5827,0.1503294,NA,GCA_000154525,2108,NA,n/a,17.17,,,,,
s__Bacteroides_stercoris-CSM7KOLA,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KOLA"",", CSM7KOLA,non-pilot,0.02802515,0.015685529,0.162355269,0.559694746,0.056050301,0.035164889,0.018120353,0.515296752,598961.2606,351133.0962,1.711372708,NA,GCA_000154525,3090,NA,1.034385382,17.78,,,,,
s__Bacteroides_stercoris-CSM7KOLE,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KOLE"",", CSM7KOLE,non-pilot,0.042843305,0.126652753,-0.344072661,2.956185407,0.08568661,0.045967999,0.0262834,0.571776024,404918.6186,545840.549,2.360065536,NA,GCA_000154525,3035,NA,1.038527471,11.65,,,,,
s__Bacteroides_stercoris-CSM7KOMP,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KOMP"",", CSM7KOMP,non-pilot,0.179806987,0.05815558,0.657836143,0.323433369,0.359613974,0.106328165,0.016649489,0.156585874,3108513.244,463.3720054,12.59269,NA,GCA_000154525,3183,NA,1.028535219,62.57,,,,,
s__Bacteroides_stercoris-CSM7KOMT,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KOMT"",", CSM7KOMT,non-pilot,0.086976011,0.254711729,-0.439986076,2.928528525,0.173952022,0.057253212,0.062913591,1.098865699,1371255.733,779690.7816,6.692666747,NA,GCA_000154525,3133,NA,0.926529307,27.97,,,,,
s__Bacteroides_stercoris-CSM7KON2,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KON2"",", CSM7KON2,non-pilot,0.05603933,0.051481766,0.029436105,0.918672056,0.112078659,0.05491284,0.031947038,0.581777198,591676.3975,799954.0624,4.028871,NA,GCA_000154525,3058,NA,0.924908559,15.35,,,,,
s__Bacteroides_stercoris-CSM7KON8,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KON8"",", CSM7KON8,non-pilot,0.077690475,0,Inf,0,0.15538095,0.071756564,0.020790182,0.289732124,968610.7189,599.2849465,5.185054,NA,GCA_000154525,3088,NA,0.893385558,23.95,,,,,
s__Bacteroides_stercoris-CSM7KONU,s__Bacteroides_stercoris,Bacteroidetes,"""CSM7KONU"",", CSM7KONU,non-pilot,0.009468219,0.001623142,0.378465149,0.171430496,0.018936438,0.019601019,0.015035174,0.767060816,15253.51275,14751.34183,0.92295443,NA,GCA_000154525,831,NA,n/a,0.71,,,,,
s__Bacteroides_stercoris-CSM67UAA,s__Bacteroides_stercoris,Bacteroidetes,"""CSM67UAA"",", CSM67UAA,non-pilot,0.002524821,0,Inf,0,0.005049642,0.003108744,NA,NA,36696.36607,NA,0.181513081,NA,GCA_000413395,1297,NA,NA,NA,,,,,
